isincode;marketcode;referencedate;endvaluedate;pricetype;pricevalue;volume;mintoday;maxtoday;Unnamed: 9
FR0013516549;MOT;30/03/2023;31/03/2023;RP;81,28;0;0;0;
FR0013516549;MOT;31/03/2023;03/04/2023;LP;81,23;40000;81,23;81,23;
FR0013516549;MOT;03/04/2023;04/04/2023;RP;81,88;0;0;0;
FR0013516549;MOT;04/04/2023;05/04/2023;LP;81,85;45000;81,85;82,05;
FR0013516549;MOT;05/04/2023;06/04/2023;RP;82,47;0;0;0;
FR0013516549;MOT;06/04/2023;11/04/2023;RP;82,53;0;0;0;
FR0013516549;MOT;11/04/2023;12/04/2023;RP;81,63;0;0;0;
FR0013516549;MOT;12/04/2023;13/04/2023;RP;81,13;0;0;0;
FR0013516549;MOT;13/04/2023;14/04/2023;RP;81,28;0;0;0;
FR0013516549;MOT;14/04/2023;17/04/2023;LP;81,16;35000;81,16;81,27;
FR0013516549;MOT;17/04/2023;18/04/2023;RP;80,6;0;0;0;
FR0013516549;MOT;18/04/2023;19/04/2023;LP;80,75;20000;80,75;80,75;
FR0013516549;MOT;19/04/2023;20/04/2023;RP;80,5;0;0;0;
FR0013516549;MOT;20/04/2023;21/04/2023;RP;80,7;0;0;0;
FR0013516549;MOT;21/04/2023;24/04/2023;RP;80,51;0;0;0;
FR0013516549;MOT;24/04/2023;25/04/2023;RP;80,59;0;0;0;
FR0013516549;MOT;25/04/2023;26/04/2023;LP;80,95;20000;80,95;80,95;
FR0013516549;MOT;26/04/2023;27/04/2023;RP;81,39;0;0;0;
FR0013516549;MOT;27/04/2023;28/04/2023;RP;80,95;0;0;0;
FR0013516549;MOT;28/04/2023;02/05/2023;LP;81,49;5000;81,49;81,49;
FR0013516549;MOT;02/05/2023;03/05/2023;RP;82,02;0;0;0;
FR0013516549;MOT;03/05/2023;04/05/2023;RP;82,07;0;0;0;
FR0013516549;MOT;04/05/2023;05/05/2023;RP;82,46;0;0;0;
FR0013516549;MOT;05/05/2023;08/05/2023;RP;81,94;0;0;0;
FR0013516549;MOT;08/05/2023;09/05/2023;RP;81,68;0;0;0;
FR0013516549;MOT;09/05/2023;10/05/2023;RP;81,57;0;0;0;
FR0013516549;MOT;10/05/2023;11/05/2023;RP;81,89;0;0;0;
FR0013516549;MOT;11/05/2023;12/05/2023;LP;82,01;10000;82,01;82,01;
FR0013516549;MOT;12/05/2023;15/05/2023;RP;82,11;0;0;0;
FR0013516549;MOT;15/05/2023;16/05/2023;RP;81,81;0;0;0;
FR0013516549;MOT;16/05/2023;17/05/2023;LP;81,87;30000;81,87;81,87;
FR0013516549;MOT;17/05/2023;18/05/2023;RP;81,6;0;0;0;
FR0013516549;MOT;18/05/2023;19/05/2023;RP;80,96;0;0;0;
FR0013516549;MOT;19/05/2023;22/05/2023;RP;81,01;0;0;0;
FR0013516549;MOT;22/05/2023;23/05/2023;RP;80,98;0;0;0;
FR0013516549;MOT;23/05/2023;24/05/2023;RP;80,79;0;0;0;
FR0013516549;MOT;24/05/2023;25/05/2023;RP;80,88;0;0;0;
FR0013516549;MOT;25/05/2023;26/05/2023;RP;80,75;0;0;0;
FR0013516549;MOT;26/05/2023;29/05/2023;LP;80,51;28000;80,51;80,6;
FR0013516549;MOT;29/05/2023;30/05/2023;RP;81,19;0;0;0;
FR0013516549;MOT;30/05/2023;31/05/2023;RP;81,62;0;0;0;
FR0013516549;MOT;31/05/2023;01/06/2023;RP;82,11;0;0;0;
FR0013516549;MOT;01/06/2023;02/06/2023;RP;82,26;0;0;0;
FR0013516549;MOT;02/06/2023;05/06/2023;RP;82,05;0;0;0;
FR0013516549;MOT;05/06/2023;06/06/2023;RP;81,7;0;0;0;
FR0013516549;MOT;06/06/2023;07/06/2023;RP;81,7;0;0;0;
FR0013516549;MOT;07/06/2023;08/06/2023;RP;81,37;0;0;0;
FR0013516549;MOT;08/06/2023;09/06/2023;LP;81,39;15000;81,39;81,39;
FR0013516549;MOT;09/06/2023;12/06/2023;RP;81,54;0;0;0;
FR0013516549;MOT;12/06/2023;13/06/2023;RP;81,61;0;0;0;
FR0013516549;MOT;13/06/2023;14/06/2023;LP;81,79;4000;81,79;81,79;
FR0013516549;MOT;14/06/2023;15/06/2023;LP;81,46;6000;81,46;81,46;
FR0013516549;MOT;15/06/2023;16/06/2023;LP;80,9;60000;80,9;80,9;
FR0013516549;MOT;16/06/2023;19/06/2023;RP;81,08;0;0;0;
FR0013516549;MOT;19/06/2023;20/06/2023;RP;80,83;0;0;0;
FR0013516549;MOT;20/06/2023;21/06/2023;RP;81,34;0;0;0;
FR0013516549;MOT;21/06/2023;22/06/2023;RP;81,19;0;0;0;
FR0013516549;MOT;22/06/2023;23/06/2023;RP;80,85;0;0;0;
FR0013516549;MOT;23/06/2023;26/06/2023;RP;81,68;0;0;0;
FR0013516549;MOT;26/06/2023;27/06/2023;RP;81,91;0;0;0;
FR0013516549;MOT;27/06/2023;28/06/2023;RP;81,59;0;0;0;
FR0013516549;MOT;28/06/2023;29/06/2023;LP;82,04;4000;82,04;82,04;
FR0013516549;MOT;29/06/2023;30/06/2023;RP;81,24;0;0;0;
FR0013516549;MOT;30/06/2023;03/07/2023;RP;81,36;0;0;0;
FR0013516549;MOT;03/07/2023;04/07/2023;LP;81,41;19000;81,41;81,41;
FR0013516549;MOT;04/07/2023;05/07/2023;RP;80,94;0;0;0;
FR0013516549;MOT;05/07/2023;06/07/2023;RP;80,95;0;0;0;
FR0013516549;MOT;06/07/2023;07/07/2023;LP;80,12;8000;80,12;80,75;
FR0013516549;MOT;07/07/2023;10/07/2023;RP;80,15;0;0;0;
FR0013516549;MOT;10/07/2023;11/07/2023;LP;79,9;100000;79,9;79,9;
FR0013516549;MOT;11/07/2023;12/07/2023;RP;80;0;0;0;
FR0013516549;MOT;12/07/2023;13/07/2023;RP;80,54;0;0;0;
FR0013516549;MOT;13/07/2023;14/07/2023;RP;81,07;0;0;0;
FR0013516549;MOT;14/07/2023;17/07/2023;LP;81,1;100000;81,1;81,1;
FR0013516549;MOT;17/07/2023;18/07/2023;RP;81,05;0;0;0;
FR0013516549;MOT;18/07/2023;19/07/2023;RP;81,76;0;0;0;
FR0013516549;MOT;19/07/2023;20/07/2023;RP;81,5;0;0;0;
FR0013516549;MOT;20/07/2023;21/07/2023;RP;81,14;0;0;0;
FR0013516549;MOT;21/07/2023;24/07/2023;RP;81,3;0;0;0;
FR0013516549;MOT;24/07/2023;25/07/2023;RP;81,64;0;0;0;
FR0013516549;MOT;25/07/2023;26/07/2023;RP;81,44;0;0;0;
FR0013516549;MOT;26/07/2023;27/07/2023;RP;81,2;0;0;0;
FR0013516549;MOT;27/07/2023;28/07/2023;RP;81,28;0;0;0;
FR0013516549;MOT;28/07/2023;31/07/2023;RP;81,32;0;0;0;
FR0013516549;MOT;31/07/2023;01/08/2023;RP;81,32;0;0;0;
FR0013516549;MOT;01/08/2023;02/08/2023;LP;81,4;20000;81,4;81,4;
FR0013516549;MOT;02/08/2023;03/08/2023;RP;81,19;0;0;0;
FR0013516549;MOT;03/08/2023;04/08/2023;RP;80,98;0;0;0;
FR0013516549;MOT;04/08/2023;07/08/2023;RP;81,02;0;0;0;
FR0013516549;MOT;07/08/2023;08/08/2023;RP;80,91;0;0;0;
FR0013516549;MOT;08/08/2023;09/08/2023;RP;81,62;0;0;0;
FR0013516549;MOT;09/08/2023;10/08/2023;RP;81,33;0;0;0;
FR0013516549;MOT;10/08/2023;11/08/2023;RP;81,17;0;0;0;
FR0013516549;MOT;11/08/2023;14/08/2023;RP;80,77;0;0;0;
FR0013516549;MOT;14/08/2023;16/08/2023;RP;80,6;0;0;0;
FR0013516549;MOT;16/08/2023;17/08/2023;LP;80,56;6000;80,56;80,56;
FR0013516549;MOT;17/08/2023;18/08/2023;RP;80,45;0;0;0;
FR0013516549;MOT;18/08/2023;21/08/2023;RP;80,72;0;0;0;
FR0013516549;MOT;21/08/2023;22/08/2023;LP;80,76;42000;80,47;80,76;
FR0013516549;MOT;22/08/2023;01/01/2200;RP;80,49;0;0;0;
FR0013516549;MOT;23/08/2023;;RP;81,27;0;0;0;
FR0013516549;MOT;24/08/2023;;RP;81,31;0;0;0;
FR0013516549;MOT;25/08/2023;;LP;80,96;10000;80,96;80,96;
FR0013516549;MOT;28/08/2023;;RP;81,05;0;0;0;
FR0013516549;MOT;29/08/2023;;LP;80,95;5000;80,95;80,95;
FR0013516549;MOT;30/08/2023;;LP;81,19;15000;81,19;81,19;
FR0013516549;MOT;31/08/2023;;RP;81,71;0;0;0;
FR0013516549;MOT;01/09/2023;;RP;81,38;0;0;0;
FR0013516549;MOT;04/09/2023;;LP;81,27;30000;81,27;81,27;
FR0013516549;MOT;05/09/2023;;LP;80,78;10000;80,78;80,78;
FR0013516549;MOT;06/09/2023;;RP;80,69;0;0;0;
FR0013516549;MOT;07/09/2023;;RP;80,9;0;0;0;
FR0013516549;MOT;08/09/2023;;LP;81,11;15000;81,11;81,11;
FR0013516549;MOT;11/09/2023;;RP;80,99;0;0;0;
FR0013516549;MOT;12/09/2023;;LP;80,74;20000;80,74;80,74;
FR0013516549;MOT;13/09/2023;;LP;80,5;25000;80,5;80,5;
FR0013516549;MOT;14/09/2023;;RP;80,87;0;0;0;
FR0013516549;MOT;15/09/2023;;LP;80,59;78000;80,38;80,59;
FR0013516549;MOT;18/09/2023;;RP;80,24;0;0;0;
FR0013516549;MOT;19/09/2023;;RP;80,11;0;0;0;
FR0013516549;MOT;20/09/2023;;RP;80,23;0;0;0;
FR0013516549;MOT;21/09/2023;;RP;80,11;0;0;0;
FR0013516549;MOT;22/09/2023;;RP;80,2;0;0;0;
FR0013516549;MOT;25/09/2023;;LP;79,92;2000;79,92;79,92;
FR0013516549;MOT;26/09/2023;;LP;80,03;6000;80,03;80,03;
FR0013516549;MOT;27/09/2023;;LP;80,1;55000;80,05;80,1;
FR0013516549;MOT;28/09/2023;;LP;79,11;30000;79,11;79,11;
FR0013516549;MOT;29/09/2023;;LP;79,75;26000;79,72;79,75;
FR0013516549;MOT;02/10/2023;;RP;79,49;0;0;0;
FR0013516549;MOT;03/10/2023;;RP;79,28;0;0;0;
FR0013516549;MOT;04/10/2023;;LP;79,2;205000;79,15;79,2;
FR0013516549;MOT;05/10/2023;;RP;79,49;0;0;0;
FR0013516549;MOT;06/10/2023;;RP;79,47;0;0;0;
FR0013516549;MOT;09/10/2023;;LP;80,2;25000;80,16;80,2;
FR0013516549;MOT;10/10/2023;;LP;79,96;55000;79,96;80,12;
FR0013516549;MOT;11/10/2023;;LP;80,4;160000;80,3;80,5;
FR0013516549;MOT;12/10/2023;;LP;80,13;17000;80,13;81,46;
FR0013516549;MOT;13/10/2023;;LP;80,29;41000;80,29;80,43;
FR0013516549;MOT;16/10/2023;;LP;80,44;5000;80,44;80,44;
FR0013516549;MOT;17/10/2023;;LP;79,93;15000;79,93;79,93;
FR0013516549;MOT;18/10/2023;;LP;79,46;32000;79,46;79,46;
FR0013516549;MOT;19/10/2023;;LP;79,46;100000;79,45;79,46;
FR0013516549;MOT;20/10/2023;;LP;79,6;55000;79,6;79,6;
FR0013516549;MOT;23/10/2023;;LP;79,68;12000;79,6;79,68;
FR0013516549;MOT;24/10/2023;;LP;79,97;5000;79,97;79,97;
FR0013516549;MOT;25/10/2023;;LP;79,84;8000;79,84;79,84;
FR0013516549;MOT;26/10/2023;;LP;79,98;6000;79,98;79,98;
FR0013516549;MOT;27/10/2023;;RP;80,05;0;0;0;
FR0013516549;MOT;30/10/2023;;LP;80,38;10000;80,38;80,38;
FR0013516549;MOT;31/10/2023;;LP;80,48;70000;80,48;80,48;
FR0013516549;MOT;01/11/2023;;RP;80,57;0;0;0;
FR0013516549;MOT;02/11/2023;;LP;80,97;3000;80,97;80,97;
FR0013516549;MOT;03/11/2023;;LP;81,26;40000;81,26;81,26;
FR0013516549;MOT;06/11/2023;;LP;81;78000;81;81,11;
FR0013516549;MOT;07/11/2023;;RP;81,05;0;0;0;
FR0013516549;MOT;08/11/2023;;LP;81,15;91000;81,11;81,35;
FR0013516549;MOT;09/11/2023;;RP;81,11;0;0;0;
FR0013516549;MOT;10/11/2023;;LP;80,92;10000;80,92;80,95;
FR0013516549;MOT;13/11/2023;;LP;80,99;33000;80,87;80,99;
FR0013516549;MOT;14/11/2023;;LP;81,43;160000;80,84;81,43;
FR0013516549;MOT;15/11/2023;;LP;81,42;160000;81,42;81,64;
FR0013516549;MOT;16/11/2023;;LP;81,72;29000;81,5;81,72;
FR0013516549;MOT;17/11/2023;;LP;81,72;10000;81,72;81,72;
FR0013516549;MOT;20/11/2023;;LP;81,63;30000;81,63;81,63;
FR0013516549;MOT;21/11/2023;;RP;81,79;0;0;0;
FR0013516549;MOT;22/11/2023;;RP;81,73;0;0;0;
FR0013516549;MOT;23/11/2023;;LP;81,65;33000;81,64;81,76;
FR0013516549;MOT;24/11/2023;;RP;81,32;0;0;0;
FR0013516549;MOT;27/11/2023;;LP;81,74;203000;81,5;81,74;
FR0013516549;MOT;28/11/2023;;LP;82;20000;82;82;
FR0013516549;MOT;29/11/2023;;RP;82,63;0;0;0;
FR0013516549;MOT;30/11/2023;;LP;82,78;50000;82,78;82,78;
FR0013516549;MOT;01/12/2023;;LP;82,88;10000;82,88;82,88;
FR0013516549;MOT;04/12/2023;;LP;83,2;216000;83,03;83,25;
FR0013516549;MOT;05/12/2023;;RP;83,82;0;0;0;
FR0013516549;MOT;06/12/2023;;LP;83,86;25000;83,55;83,86;
FR0013516549;MOT;07/12/2023;;LP;84,11;12000;84,11;84,11;
FR0013516549;MOT;08/12/2023;;LP;83,61;5000;83,61;83,61;
FR0013516549;MOT;11/12/2023;;LP;83,72;0;83,71;83,72;
FR0013516549;MOT;12/12/2023;;LP;83,93;51000;83,76;83,93;
FR0013516549;MOT;13/12/2023;;RP;84,1;0;0;0;
FR0013516549;MOT;14/12/2023;;LP;85,29;5000;85,29;85,29;
FR0013516549;MOT;15/12/2023;;LP;85,03;10000;85,03;85,03;
FR0013516549;MOT;18/12/2023;;LP;84,83;20000;84,75;84,83;
FR0013516549;MOT;19/12/2023;;RP;85,28;0;0;0;
FR0013516549;MOT;20/12/2023;;RP;85,56;0;0;0;
FR0013516549;MOT;21/12/2023;;LP;85,67;2000;85,67;85,67;
FR0013516549;MOT;22/12/2023;;LP;85,91;48000;85,76;85,91;
FR0013516549;MOT;27/12/2023;;RP;86,13;0;0;0;
FR0013516549;MOT;28/12/2023;;LP;86,12;10000;86,12;86,12;
FR0013516549;MOT;29/12/2023;;LP;85,42;20000;85,42;85,46;
FR0013516549;MOT;02/01/2024;;LP;85,25;10000;85,25;85,25;
FR0013516549;MOT;03/01/2024;;LP;85,3;30000;85,3;85,37;
FR0013516549;MOT;04/01/2024;;LP;84,8;10000;84,8;84,8;
FR0013516549;MOT;05/01/2024;;LP;84,69;40000;84,62;84,69;
FR0013516549;MOT;08/01/2024;;RP;84,7;0;0;0;
FR0013516549;MOT;09/01/2024;;LP;84,52;16000;84,52;84,52;
FR0013516549;MOT;10/01/2024;;LP;84,33;15000;84,33;84,5;
FR0013516549;MOT;11/01/2024;;RP;84,27;0;0;0;
FR0013516549;MOT;12/01/2024;;RP;84,65;0;0;0;
FR0013516549;MOT;15/01/2024;;RP;84,37;0;0;0;
FR0013516549;MOT;16/01/2024;;LP;84,56;10000;84,56;84,56;
FR0013516549;MOT;17/01/2024;;RP;83,9;0;0;0;
FR0013516549;MOT;18/01/2024;;LP;84;15000;84;84;
FR0013516549;MOT;19/01/2024;;RP;83,81;0;0;0;
FR0013516549;MOT;22/01/2024;;RP;84,07;0;0;0;
FR0013516549;MOT;23/01/2024;;RP;83,73;0;0;0;
FR0013516549;MOT;24/01/2024;;RP;83,85;0;0;0;
FR0013516549;MOT;25/01/2024;;LP;83,7;62000;83,7;83,7;
FR0013516549;MOT;26/01/2024;;RP;84,15;0;0;0;
FR0013516549;MOT;29/01/2024;;RP;84,55;0;0;0;
FR0013516549;MOT;30/01/2024;;RP;84,11;0;0;0;
FR0013516549;MOT;31/01/2024;;RP;84,95;0;0;0;
FR0013516549;MOT;01/02/2024;;RP;84,97;0;0;0;
FR0013516549;MOT;02/02/2024;;LP;84,27;10000;84,27;84,27;
FR0013516549;MOT;05/02/2024;;LP;84,19;20000;84,04;84,19;
FR0013516549;MOT;06/02/2024;;LP;83,9;10000;83,9;83,9;
FR0013516549;MOT;07/02/2024;;RP;83,97;0;0;0;
FR0013516549;MOT;08/02/2024;;RP;83,67;0;0;0;
FR0013516549;MOT;09/02/2024;;LP;83,71;37000;83,71;84,43;
FR0013516549;MOT;12/02/2024;;RP;83,57;0;0;0;
FR0013516549;MOT;13/02/2024;;LP;83,63;38000;83,62;83,63;
FR0013516549;MOT;14/02/2024;;RP;83,69;0;0;0;
FR0013516549;MOT;15/02/2024;;LP;83,93;7000;83,93;83,93;
FR0013516549;MOT;16/02/2024;;LP;83,96;6000;83,96;83,96;
FR0013516549;MOT;19/02/2024;;RP;83,48;0;0;0;
FR0013516549;MOT;20/02/2024;;LP;83,65;25000;83,65;83,65;
FR0013516549;MOT;21/02/2024;;LP;83,38;57000;83,38;83,67;
FR0013516549;MOT;22/02/2024;;LP;83,43;8000;83,43;83,43;
FR0013516549;MOT;23/02/2024;;RP;83,69;0;0;0;
FR0013516549;MOT;26/02/2024;;LP;83,42;3000;83,42;83,42;
FR0013516549;MOT;27/02/2024;;LP;83,38;3000;83,38;83,38;
FR0013516549;MOT;28/02/2024;;LP;83,31;130000;83,31;83,35;
FR0013516549;MOT;29/02/2024;;RP;83,49;0;0;0;
FR0013516549;MOT;01/03/2024;;LP;83,01;20000;83,01;83,01;
FR0013516549;MOT;04/03/2024;;LP;83,4;30000;83,4;83,4;
FR0013516549;MOT;05/03/2024;;LP;83,93;20000;83,93;83,93;
FR0013516549;MOT;06/03/2024;;RP;83,98;0;0;0;
FR0013516549;MOT;07/03/2024;;LP;84,18;10000;84,18;84,18;
FR0013516549;MOT;08/03/2024;;LP;84,46;8000;84,46;84,46;
FR0013516549;MOT;11/03/2024;;LP;84,36;37000;84,36;84,39;
FR0013516549;MOT;12/03/2024;;LP;84,2;15000;84,2;84,2;
FR0013516549;MOT;13/03/2024;;LP;84,13;10000;84,13;84,13;
FR0013516549;MOT;14/03/2024;;RP;83,72;0;0;0;
FR0013516549;MOT;15/03/2024;;LP;83,62;25000;83,62;83,62;
FR0013516549;MOT;18/03/2024;;LP;83,56;2000;83,56;83,56;
FR0013516549;MOT;19/03/2024;;LP;83,72;1000;83,72;83,72;
FR0013516549;MOT;20/03/2024;;LP;83,85;20000;83,85;83,85;
FR0013516549;MOT;21/03/2024;;LP;83,9;70000;83,9;84,02;
FR0013516549;MOT;22/03/2024;;LP;84,24;70000;84,02;84,24;
FR0013516549;MOT;25/03/2024;;LP;84,02;115000;84,02;84,02;
FR0013516549;MOT;26/03/2024;;LP;84,05;15000;84,05;84,05;
FR0013516549;MOT;27/03/2024;;LP;84,08;45000;84,08;84,11;
FR0013516549;MOT;28/03/2024;;RP;84,14;0;0;0;
FR0013516549;MOT;02/04/2024;;RP;83,63;0;0;0;
FR0013516549;MOT;03/04/2024;;LP;83,63;45000;83,63;83,75;
FR0013516549;MOT;04/04/2024;;LP;83,84;38000;83,84;83,85;
FR0013516549;MOT;05/04/2024;;LP;83,94;6000;83,94;83,94;
FR0013516549;MOT;08/04/2024;;LP;83,62;40000;83,62;83,62;
FR0013516549;MOT;09/04/2024;;LP;83,91;12000;83,91;83,91;
FR0013516549;MOT;10/04/2024;;LP;83,54;12000;83,54;83,54;
FR0013516549;MOT;11/04/2024;;LP;83,51;101000;83,38;83,51;
FR0013516549;MOT;12/04/2024;;RP;83,94;0;0;0;
FR0013516549;MOT;15/04/2024;;LP;83,61;205000;83,47;83,63;
FR0013516549;MOT;16/04/2024;;LP;83,42;36000;83,42;83,54;
FR0013516549;MOT;17/04/2024;;LP;83,29;114000;83,17;83,29;
FR0013516549;MOT;18/04/2024;;LP;83,36;38000;83,36;83,51;
FR0013516549;MOT;19/04/2024;;LP;83,11;51000;83,11;83,11;
FR0013516549;MOT;22/04/2024;;LP;83,01;51000;83,01;83,13;
FR0013516549;MOT;23/04/2024;;LP;83,22;20000;83,22;83,36;
FR0013516549;MOT;24/04/2024;;LP;83,01;6000;83,01;83,01;
FR0013516549;MOT;25/04/2024;;LP;82,64;19000;82,64;82,68;
FR0013516549;MOT;26/04/2024;;LP;83,04;45000;83,04;83,04;
FR0013516549;MOT;29/04/2024;;LP;83,3;44000;83,29;83,3;
FR0013516549;MOT;30/04/2024;;LP;83,2;10000;83,2;83,2;
FR0013516549;MOT;02/05/2024;;LP;83,16;12000;83,16;83,16;
FR0013516549;MOT;03/05/2024;;RP;83,29;0;0;0;
FR0013516549;MOT;06/05/2024;;LP;83,58;14000;83,58;83,72;
FR0013516549;MOT;07/05/2024;;LP;83,7;41000;83,68;83,7;
FR0013516549;MOT;08/05/2024;;LP;83,72;15000;83,72;83,72;
FR0013516549;MOT;09/05/2024;;LP;83,39;2000;83,39;83,39;
FR0013516549;MOT;10/05/2024;;LP;83,3;501000;83,3;83,67;
FR0013516549;MOT;13/05/2024;;LP;83,32;7000;83,32;83,99;
FR0013516549;MOT;14/05/2024;;LP;83,45;135000;83,45;83,48;
FR0013516549;MOT;15/05/2024;;LP;83,71;29000;83,71;83,74;
FR0013516549;MOT;16/05/2024;;LP;83,84;29000;83,84;83,9;
FR0013516549;MOT;17/05/2024;;LP;83,36;10000;83,36;83,36;
FR0013516549;MOT;20/05/2024;;LP;83,42;12000;83,42;83,42;
FR0013516549;MOT;21/05/2024;;RP;83,37;0;0;0;
FR0013516549;MOT;22/05/2024;;RP;83,22;0;0;0;
FR0013516549;MOT;23/05/2024;;RP;82,89;0;0;0;
FR0013516549;MOT;24/05/2024;;RP;82,96;0;0;0;
FR0013516549;MOT;27/05/2024;;LP;83,15;40000;83;83,16;
FR0013516549;MOT;28/05/2024;;LP;83,05;11000;83,05;83,05;
FR0013516549;MOT;29/05/2024;;LP;82,66;14000;82,66;82,66;
FR0013516549;MOT;30/05/2024;;LP;83,4;2000;83,4;83,4;
FR0013516549;MOT;31/05/2024;;RP;82,72;0;0;0;
FR0013516549;MOT;03/06/2024;;LP;82,8;300000;82,8;82,81;
FR0013516549;MOT;04/06/2024;;RP;83,33;0;0;0;
FR0013516549;MOT;05/06/2024;;RP;83,49;0;0;0;
FR0013516549;MOT;06/06/2024;;LP;83,11;254000;83,11;83,43;
FR0013516549;MOT;07/06/2024;;LP;82,75;25000;82,75;82,84;
FR0013516549;MOT;10/06/2024;;RP;82,34;0;0;0;
FR0013516549;MOT;11/06/2024;;LP;81,9;67000;81,9;82,18;
