"Date","Price","Open","High","Low","Change %"
"09/04/2025","95.05","94.86","95.11","94.86","0.03%"
"09/03/2025","95.02","95.12","95.12","94.70","0.05%"
"09/02/2025","94.97","94.88","95.10","94.88","0.00%"
"09/01/2025","94.97","95.00","95.05","94.93","-0.11%"
"08/29/2025","95.07","95.00","95.07","95.00","0.02%"
"08/28/2025","95.05","95.12","95.12","95.05","0.11%"
"08/27/2025","94.95","95.20","95.20","94.94","-0.07%"
"08/26/2025","95.02","94.95","95.02","94.95","0.06%"
"08/25/2025","94.96","95.03","95.03","94.87","-0.16%"
"08/22/2025","95.11","94.96","95.11","94.94","0.12%"
"08/21/2025","95.00","94.93","95.00","94.93","0.02%"
"08/20/2025","94.98","95.02","95.13","94.98","-0.01%"
"08/19/2025","94.99","94.99","95.11","94.96","0.11%"
"08/18/2025","94.89","94.99","95.13","94.89","-0.21%"
"08/14/2025","95.09","95.10","95.14","95.07","-0.05%"
"08/13/2025","95.14","94.95","95.14","94.95","0.20%"
"08/12/2025","94.95","94.95","94.95","94.95","-0.06%"
"08/11/2025","95.01","95.02","95.09","95.01","-0.02%"
"08/08/2025","95.03","95.12","95.12","95.00","-0.14%"
"08/07/2025","95.16","95.17","95.18","95.09","-0.01%"
"08/06/2025","95.17","95.17","95.17","95.12","0.03%"
"08/05/2025","95.14","95.14","95.18","95.12","-0.04%"
"08/04/2025","95.18","95.17","95.18","95.00","0.09%"
"08/01/2025","95.09","94.95","95.13","94.92","0.49%"
"07/31/2025","94.63","94.94","95.06","94.63","-0.36%"
"07/30/2025","94.97","95.18","95.18","94.94","-0.06%"
"07/29/2025","95.03","95.07","95.10","94.95","0.00%"
"07/28/2025","95.03","95.12","95.12","94.97","0.17%"
"07/25/2025","94.87","94.83","95.00","94.83","-0.19%"
"07/24/2025","95.05","95.15","95.16","95.05","-0.25%"
"07/23/2025","95.29","95.33","95.33","95.25","0.08%"
"07/22/2025","95.21","95.23","95.23","95.20","-0.02%"
"07/21/2025","95.23","95.13","95.23","95.13","0.23%"
"07/18/2025","95.01","95.11","95.11","94.92","-0.02%"
"07/17/2025","95.03","95.05","95.07","95.03","0.03%"
"07/16/2025","95.00","95.03","95.03","94.86","0.09%"
"07/15/2025","94.91","94.98","95.03","94.91","0.12%"
"07/14/2025","94.80","94.88","94.88","94.80","-0.05%"
"07/11/2025","94.85","94.90","94.90","94.85","-0.05%"
"07/10/2025","94.90","94.95","94.99","94.90","-0.11%"
"07/09/2025","95.00","94.95","95.00","94.95","0.05%"
"07/08/2025","94.95","94.94","94.95","94.94","-0.17%"
"07/07/2025","95.11","96.19","96.19","95.11","-0.09%"
"07/04/2025","95.20","94.87","95.20","94.87","0.09%"
"07/03/2025","95.11","94.95","95.11","94.94","0.18%"
"07/02/2025","94.94","95.08","95.08","94.91","-0.15%"
"07/01/2025","95.08","95.06","95.16","95.06","0.03%"
"06/30/2025","95.05","95.00","95.10","95.00","-0.01%"
"06/27/2025","95.06","95.06","95.06","95.06","-0.07%"
"06/26/2025","95.13","95.16","95.63","95.12","0.14%"
"06/25/2025","95.00","95.06","95.06","95.00","0.00%"
"06/24/2025","95.00","95.05","95.06","94.97","0.11%"
"06/23/2025","94.90","94.98","94.98","94.90","-0.02%"
"06/20/2025","94.92","94.99","94.99","94.92","-0.03%"
"06/19/2025","94.95","94.92","94.95","94.79","0.25%"
"06/18/2025","94.71","94.88","94.98","94.71","-0.21%"
"06/17/2025","94.91","94.94","95.00","94.91","-0.03%"
"06/16/2025","94.94","95.04","95.04","94.80","-0.07%"
"06/13/2025","95.01","94.99","95.01","94.99","0.02%"
"06/11/2025","94.99","94.93","95.01","94.93","0.14%"
"06/10/2025","94.86","95.05","95.05","94.86","-0.03%"
"06/09/2025","94.89","95.10","95.10","94.85","0.03%"
"06/06/2025","94.86","94.95","95.03","94.85","-0.04%"
"06/05/2025","94.90","95.13","95.16","94.90","-0.15%"
"06/04/2025","95.04","95.26","95.27","95.04","-0.13%"
"06/03/2025","95.16","95.21","95.21","95.15","-0.06%"
"06/02/2025","95.22","95.15","95.22","95.10","0.07%"
"05/30/2025","95.15","95.17","95.19","94.93","0.05%"
"05/29/2025","95.10","95.00","95.10","94.90","0.12%"
"05/28/2025","94.99","95.00","95.05","94.96","-0.03%"
"05/27/2025","95.02","95.00","95.07","94.99","0.03%"
"05/26/2025","94.99","94.97","95.03","94.95","-0.12%"
"05/23/2025","95.10","94.83","95.10","94.83","0.27%"
"05/22/2025","94.84","94.78","94.85","94.70","0.06%"
"05/21/2025","94.78","94.80","94.91","94.64","-0.07%"
"05/20/2025","94.85","94.88","94.88","94.85","0.05%"
"05/19/2025","94.80","94.80","94.80","94.80","-0.05%"
"05/16/2025","94.85","94.79","94.85","94.79","0.14%"
"05/15/2025","94.72","94.72","94.72","94.72","0.20%"
"05/14/2025","94.53","94.57","94.61","94.53","-0.05%"
"05/13/2025","94.58","94.60","94.60","94.56","-0.02%"
"05/12/2025","94.60","94.73","94.73","94.60","-0.35%"
"05/09/2025","94.93","95.00","95.00","94.93","-0.18%"
"05/08/2025","95.10","95.10","95.10","95.10","0.11%"
"05/07/2025","95.00","95.00","95.00","95.00","0.04%"
"05/06/2025","94.96","95.03","95.03","94.92","-0.04%"
"05/05/2025","95.00","95.02","95.02","95.00","-0.04%"
"05/02/2025","95.04","95.09","95.10","95.04","-0.04%"
"04/30/2025","95.08","94.99","95.34","94.99","0.02%"
"04/29/2025","95.06","95.00","95.06","95.00","0.07%"
"04/28/2025","94.99","94.99","94.99","94.99","-0.19%"
"04/25/2025","95.17","94.89","95.18","94.89","0.05%"
"04/24/2025","95.12","95.04","95.12","95.04","0.28%"
"04/23/2025","94.85","94.90","94.97","94.85","-0.17%"
"04/22/2025","95.01","95.07","95.07","95.01","0.03%"
"04/17/2025","94.98","94.90","94.98","94.90","0.34%"
"04/16/2025","94.66","94.81","94.83","94.66","0.02%"
"04/15/2025","94.64","94.87","94.87","94.64","-0.01%"
"04/14/2025","94.65","94.67","94.67","94.50","0.02%"
"04/11/2025","94.63","94.37","94.63","94.37","0.17%"
"04/10/2025","94.47","94.43","94.49","94.30","-0.08%"
"04/09/2025","94.55","94.60","94.70","94.55","0.27%"
"04/08/2025","94.30","94.50","94.50","94.30","-0.35%"
"04/07/2025","94.63","95.10","95.10","94.59","-0.04%"
"04/04/2025","94.67","94.39","94.69","94.39","0.36%"
"04/03/2025","94.33","94.27","94.33","94.26","0.23%"
"04/02/2025","94.11","94.19","94.19","94.00","-0.02%"
"04/01/2025","94.13","94.06","94.15","94.06","0.07%"
"03/31/2025","94.06","94.25","94.25","94.06","0.05%"
"03/28/2025","94.01","94.03","94.03","93.96","0.17%"
"03/27/2025","93.85","93.75","93.85","93.75","0.14%"
"03/26/2025","93.72","93.70","93.77","93.67","0.13%"
"03/25/2025","93.60","93.69","93.69","93.60","-0.12%"
"03/24/2025","93.71","93.88","93.88","93.67","0.01%"
"03/21/2025","93.70","93.64","93.70","93.60","0.10%"
"03/20/2025","93.61","93.58","93.61","93.46","0.11%"
"03/19/2025","93.51","93.50","93.51","93.49","0.04%"
"03/18/2025","93.47","93.45","93.47","93.44","-0.06%"
"03/17/2025","93.53","93.48","93.53","93.48","0.02%"
"03/14/2025","93.51","93.39","93.51","93.32","0.12%"
"03/13/2025","93.40","93.39","93.40","93.39","0.08%"
"03/12/2025","93.33","93.47","93.47","93.16","0.03%"
"03/11/2025","93.30","93.33","93.34","93.30","-0.04%"
"03/10/2025","93.34","93.39","93.39","93.24","0.08%"
"03/07/2025","93.27","93.26","93.30","93.26","0.03%"
"03/06/2025","93.24","93.00","93.39","93.00","-0.10%"
"03/05/2025","93.33","93.84","93.84","93.33","-0.96%"
"03/04/2025","94.23","94.22","94.23","94.01","0.28%"
"03/03/2025","93.97","94.20","94.20","93.85","-0.35%"
"02/28/2025","94.30","94.19","94.30","94.12","0.18%"
"02/27/2025","94.13","93.93","94.20","93.86","0.01%"
"02/26/2025","94.12","93.93","94.15","93.93","0.15%"
"02/25/2025","93.98","93.94","94.00","93.86","0.16%"
"02/24/2025","93.83","93.80","93.86","93.75","-0.20%"
"02/21/2025","94.02","94.02","94.02","94.02","0.46%"
"02/20/2025","93.59","93.54","93.59","93.43","0.06%"
"02/19/2025","93.53","93.65","93.65","93.53","-0.13%"
"02/18/2025","93.65","93.48","93.65","93.48","-0.05%"
"02/17/2025","93.70","93.63","93.70","93.63","-0.15%"
"02/14/2025","93.84","93.84","93.84","93.84","0.21%"
"02/13/2025","93.64","93.64","93.64","93.64","0.15%"
"02/12/2025","93.50","93.56","93.87","93.50","-0.27%"
"02/11/2025","93.75","93.74","93.76","93.72","-0.13%"
"02/10/2025","93.87","93.68","93.88","93.68","0.12%"
"02/07/2025","93.76","93.82","94.04","93.76","-0.09%"
"02/06/2025","93.84","93.85","93.86","93.74","-0.10%"
"02/05/2025","93.93","94.04","94.04","93.79","0.11%"
"02/04/2025","93.83","93.57","93.83","93.56","0.00%"
"02/03/2025","93.83","93.69","93.83","93.69","0.29%"
"01/31/2025","93.56","93.28","93.56","93.28","0.53%"
"01/29/2025","93.07","93.10","93.10","93.07","-0.02%"
"01/28/2025","93.09","93.09","93.09","93.07","-0.02%"
"01/27/2025","93.11","93.14","93.21","93.11","0.12%"
"01/24/2025","93.00","92.94","93.15","92.94","-0.09%"
"01/23/2025","93.08","93.12","93.14","93.06","-0.15%"
"01/22/2025","93.22","93.10","93.22","93.10","0.22%"
"01/21/2025","93.02","93.18","93.18","93.02","0.03%"
"01/20/2025","92.99","93.04","93.04","92.93","-0.03%"
"01/17/2025","93.02","93.02","93.19","93.00","0.20%"
"01/16/2025","92.83","92.86","92.86","92.77","-0.06%"
"01/15/2025","92.89","92.89","92.89","92.89","0.43%"
"01/14/2025","92.49","92.63","92.63","92.37","-0.25%"
"01/13/2025","92.72","92.57","92.74","92.49","0.08%"
"01/10/2025","92.65","92.72","92.72","92.65","-0.15%"
"01/09/2025","92.79","92.96","92.96","92.68","-0.19%"
"01/08/2025","92.97","92.99","93.06","92.86","0.02%"
"01/07/2025","92.95","93.04","93.07","92.94","-0.29%"
"01/06/2025","93.22","92.72","93.22","92.72","0.16%"
"01/03/2025","93.07","93.20","93.20","93.07","-0.30%"
"01/02/2025","93.35","93.40","93.50","93.35","-0.05%"
"12/30/2024","93.40","93.38","93.52","93.35","0.02%"
"12/27/2024","93.38","93.51","93.51","93.34","-0.16%"
"12/23/2024","93.53","93.48","93.78","93.46","-0.14%"
"12/20/2024","93.66","93.47","93.66","93.47","0.15%"
"12/19/2024","93.52","93.58","93.58","93.41","-0.13%"
"12/18/2024","93.64","93.63","93.64","93.53","-0.03%"
"12/17/2024","93.67","93.75","93.75","93.61","0.07%"
"12/16/2024","93.60","93.85","93.85","93.60","-0.10%"
"12/13/2024","93.69","93.80","93.82","93.57","-0.23%"
"12/12/2024","93.91","94.22","94.22","93.87","-0.21%"
"12/11/2024","94.11","94.10","94.14","94.01","-0.01%"
"12/10/2024","94.12","94.05","94.12","94.05","0.23%"
"12/09/2024","93.90","93.82","94.04","93.80","0.00%"
"12/06/2024","93.90","94.00","94.00","93.87","0.04%"
"12/05/2024","93.86","93.87","93.89","93.86","-0.03%"
"12/04/2024","93.89","93.93","93.93","93.75","0.09%"
"12/03/2024","93.81","93.89","93.90","93.73","-0.09%"
"12/02/2024","93.89","93.88","94.00","93.88","0.22%"
"11/29/2024","93.68","93.75","93.75","93.60","0.22%"
"11/28/2024","93.47","93.35","93.50","93.35","0.21%"
"11/27/2024","93.27","93.43","93.43","93.18","-0.03%"
"11/26/2024","93.30","93.45","93.45","93.30","0.01%"
"11/25/2024","93.29","93.37","93.37","93.26","-0.28%"
"11/22/2024","93.55","93.43","93.55","93.43","0.40%"
"11/21/2024","93.18","93.04","93.18","93.04","0.16%"
"11/20/2024","93.03","93.03","93.03","93.03","-0.09%"
"11/19/2024","93.11","93.11","93.23","93.11","0.22%"
"11/18/2024","92.91","93.21","93.21","92.91","-0.28%"
"11/15/2024","93.17","93.26","93.26","93.17","0.29%"
"11/13/2024","92.90","92.90","92.90","92.90","-0.24%"
"11/12/2024","93.12","93.15","93.15","93.12","0.03%"
"11/11/2024","93.09","93.08","93.16","93.08","0.00%"
"11/08/2024","93.09","92.91","93.09","92.85","0.37%"
"11/07/2024","92.75","92.75","92.75","92.75","-0.22%"
"11/06/2024","92.95","92.95","92.95","92.95","0.24%"
"11/05/2024","92.73","92.80","92.80","92.70","-0.04%"
"11/04/2024","92.77","92.75","92.77","92.62","-0.25%"
"11/01/2024","93.00","92.48","93.00","92.48","0.52%"
"10/31/2024","92.52","92.72","92.79","92.52","-0.36%"
"10/30/2024","92.85","93.43","93.43","92.85","-0.40%"
"10/29/2024","93.22","93.23","93.23","93.22","-0.15%"
"10/28/2024","93.36","93.14","93.40","93.14","0.15%"
"10/25/2024","93.22","93.42","93.45","93.22","-0.25%"
"10/24/2024","93.45","93.65","93.66","93.45","0.14%"
"10/23/2024","93.32","93.50","93.50","93.16","0.04%"
"10/22/2024","93.28","93.08","93.29","93.07","-0.06%"
"10/21/2024","93.34","93.59","93.59","93.34","-0.34%"
"10/18/2024","93.66","93.70","93.70","93.53","0.20%"
"10/17/2024","93.47","93.40","93.55","93.40","0.09%"
"10/16/2024","93.39","93.62","93.62","93.39","0.13%"
"10/15/2024","93.27","93.22","93.28","93.22","0.26%"
"10/14/2024","93.03","93.03","93.09","93.02","0.10%"
"10/11/2024","92.94","93.05","93.05","92.94","-0.11%"
"10/10/2024","93.04","92.99","93.04","92.99","-0.04%"
"10/08/2024","93.08","93.08","93.08","93.04","0.02%"
"10/07/2024","93.06","93.29","93.29","93.02","-0.15%"
"10/04/2024","93.20","93.49","93.50","93.20","-0.40%"
"10/03/2024","93.57","93.89","93.89","93.57","-0.14%"
"10/02/2024","93.70","93.75","93.78","93.70","-0.28%"
"10/01/2024","93.96","93.83","93.96","93.83","0.43%"
"09/30/2024","93.56","93.47","93.56","93.32","0.13%"
"09/27/2024","93.44","93.44","93.44","93.44","0.13%"
"09/26/2024","93.32","93.32","93.32","93.32","0.02%"
"09/25/2024","93.30","93.68","93.68","93.30","-0.09%"
"09/24/2024","93.38","93.10","93.44","93.10","0.01%"
"09/23/2024","93.37","93.36","93.37","93.36","0.19%"
"09/19/2024","93.19","93.22","93.22","93.08","0.04%"
"09/18/2024","93.15","93.28","93.28","93.15","-0.19%"
"09/17/2024","93.33","94.59","94.59","93.33","-0.14%"
"09/16/2024","93.46","93.46","93.46","93.46","0.13%"
"09/13/2024","93.34","93.58","93.58","93.34","-0.11%"
"09/12/2024","93.44","93.45","93.55","93.44","0.00%"
"09/11/2024","93.44","93.44","93.44","93.44","0.28%"
"09/10/2024","93.18","93.18","93.18","93.18","-0.01%"
"09/09/2024","93.19","93.08","93.19","93.04","-0.10%"
"09/06/2024","93.28","93.33","93.33","93.28","0.53%"
"09/04/2024","92.79","92.93","92.94","92.79","0.27%"
"09/03/2024","92.54","92.54","92.56","92.51","-0.02%"
"09/02/2024","92.56","92.56","92.56","92.56","-0.10%"
"08/30/2024","92.65","92.77","92.77","92.65","-0.04%"
"08/29/2024","92.69","92.85","92.85","92.69","-0.01%"
"08/28/2024","92.70","92.69","92.70","92.69","0.36%"
"08/27/2024","92.37","92.66","92.66","92.37","-0.27%"
"08/20/2024","92.62","92.51","92.62","92.51","0.11%"
"08/19/2024","92.52","92.58","92.63","92.52","-0.12%"
"08/16/2024","92.63","92.62","92.63","92.62","-0.17%"
"08/14/2024","92.79","92.79","92.79","92.79","0.01%"
"08/13/2024","92.78","92.78","92.78","92.78","0.18%"
"08/12/2024","92.61","92.60","92.61","92.60","-0.01%"
"08/09/2024","92.62","92.60","92.70","92.60","0.15%"
"08/08/2024","92.48","92.48","92.48","92.48","0.08%"
"08/07/2024","92.41","92.17","92.41","92.17","-0.31%"
"08/06/2024","92.70","92.57","92.70","92.57","-0.29%"
"08/05/2024","92.97","92.57","92.97","92.57","0.38%"
"08/02/2024","92.62","92.43","92.62","92.43","0.46%"
"07/31/2024","92.20","92.06","92.20","92.06","0.28%"
"07/30/2024","91.94","91.92","91.97","91.92","0.02%"
"07/29/2024","91.92","91.71","91.92","91.71","0.05%"
"07/26/2024","91.87","91.78","91.91","91.68","0.09%"
"07/25/2024","91.79","91.70","91.79","91.70","0.11%"
"07/24/2024","91.69","91.75","91.75","91.68","0.11%"
"07/23/2024","91.59","91.50","91.59","91.50","-0.13%"
"07/19/2024","91.71","91.91","91.91","91.71","0.23%"
"07/18/2024","91.50","91.67","91.67","91.50","-0.16%"
"07/16/2024","91.65","91.69","91.69","91.65","0.27%"
"07/12/2024","91.40","91.31","91.40","91.31","0.32%"
"07/10/2024","91.11","91.11","91.11","91.11","0.01%"
"07/05/2024","91.10","90.95","91.10","90.95","0.30%"
"07/03/2024","90.83","91.01","91.01","90.82","0.11%"
"07/02/2024","90.73","90.73","90.73","90.73","0.04%"
"07/01/2024","90.69","90.75","90.75","90.68","-0.17%"
"06/28/2024","90.84","91.10","91.10","90.84","0.02%"
"06/27/2024","90.82","90.83","90.83","90.82","-0.26%"
"06/26/2024","91.06","91.13","91.13","91.06","-0.22%"
"06/25/2024","91.26","91.26","91.26","91.26","0.29%"
"06/24/2024","91.00","91.00","91.00","91.00","-0.13%"
"06/21/2024","91.12","91.16","91.31","91.12","0.26%"
"06/20/2024","90.88","90.84","90.89","90.84","-0.10%"
"06/19/2024","90.97","90.97","90.97","90.97","-0.03%"
"06/18/2024","91.00","91.00","91.00","91.00","0.05%"
"06/17/2024","90.95","90.95","90.95","90.95","-0.14%"
"06/14/2024","91.08","91.08","91.08","91.08","0.28%"
"06/13/2024","90.83","90.85","90.85","90.83","0.35%"
"06/12/2024","90.51","90.53","90.53","90.51","-0.12%"
"06/11/2024","90.62","90.59","90.62","90.59","0.03%"
"06/10/2024","90.59","90.58","90.59","90.57","-0.26%"
"06/07/2024","90.83","91.07","91.07","90.83","-0.31%"
"06/06/2024","91.11","91.18","91.18","91.11","-0.28%"
"06/05/2024","91.37","91.32","91.37","91.32","0.08%"
"06/04/2024","91.30","91.30","91.30","91.30","0.23%"
"06/03/2024","91.09","90.87","91.17","90.83","0.50%"
"05/31/2024","90.64","90.64","90.64","90.64","-0.10%"
"05/30/2024","90.73","90.73","90.73","90.73","-0.15%"
"05/29/2024","90.87","90.87","90.87","90.87","-0.12%"
"05/28/2024","90.98","91.16","91.16","90.98","-0.11%"
"05/27/2024","91.08","90.99","91.08","90.94","0.18%"
"05/24/2024","90.92","90.92","90.92","90.92","0.08%"
"05/23/2024","90.85","91.37","91.37","90.85","-0.37%"
"05/22/2024","91.19","91.19","91.19","91.19","0.00%"
"05/21/2024","91.19","91.20","91.20","91.19","-0.01%"
"05/20/2024","91.20","91.22","91.22","91.20","-0.12%"
"05/17/2024","91.31","91.38","91.38","91.31","-0.03%"
"05/15/2024","91.34","91.21","91.34","91.21","0.21%"
"05/14/2024","91.15","91.15","91.15","91.15","-0.42%"
"05/10/2024","91.53","91.33","91.53","91.33","0.10%"
"05/09/2024","91.44","91.32","91.44","91.32","0.10%"
"05/06/2024","91.35","91.35","91.35","91.35","0.40%"
"05/02/2024","90.99","91.13","91.25","90.99","-0.05%"
