"Date","Price","Open","High","Low","Change %"
"01/27/2025","100.040","100.020","100.110","100.000","0.09%"
"01/24/2025","99.950","100.090","100.100","99.870","-0.06%"
"01/23/2025","100.010","100.120","100.140","100.000","-0.14%"
"01/22/2025","100.150","100.180","100.250","100.140","0.00%"
"01/21/2025","100.150","100.140","100.200","100.070","0.00%"
"01/20/2025","100.150","100.120","100.150","100.030","0.07%"
"01/17/2025","100.080","100.110","100.170","100.070","0.01%"
"01/16/2025","100.070","99.970","100.080","99.900","0.09%"
"01/15/2025","99.980","99.720","100.090","99.660","0.33%"
"01/14/2025","99.650","99.730","99.750","99.630","-0.15%"
"01/13/2025","99.800","99.680","99.800","99.570","0.03%"
"01/10/2025","99.770","99.920","99.930","99.740","-0.20%"
"01/09/2025","99.970","100.000","100.040","99.930","-0.10%"
"01/08/2025","100.070","100.220","100.220","100.070","-0.07%"
"01/07/2025","100.140","100.240","100.270","100.130","-0.04%"
"01/06/2025","100.180","100.160","100.240","100.120","0.03%"
"01/03/2025","100.150","100.440","100.440","100.150","-0.26%"
"01/02/2025","100.410","100.470","100.610","100.410","0.03%"
"12/30/2024","100.380","100.430","100.450","100.350","-0.07%"
"12/27/2024","100.450","100.430","100.460","100.270","-0.33%"
"12/23/2024","100.780","100.460","100.780","100.410","-0.01%"
"12/20/2024","100.790","100.580","100.810","100.540","0.21%"
"12/19/2024","100.580","100.520","100.580","100.450","-0.04%"
"12/18/2024","100.620","100.610","100.680","100.570","-0.04%"
"12/17/2024","100.660","100.570","100.660","100.520","0.02%"
"12/16/2024","100.640","100.690","100.700","100.530","0.00%"
"12/13/2024","100.640","100.730","100.780","100.630","-0.27%"
"12/12/2024","100.910","100.990","101.110","100.800","-0.18%"
"12/11/2024","101.090","101.040","101.150","100.980","0.07%"
"12/10/2024","101.020","100.900","101.060","100.900","-0.02%"
"12/09/2024","101.040","100.900","101.040","100.860","0.18%"
"12/06/2024","100.860","100.830","100.930","100.780","0.01%"
"12/05/2024","100.850","100.970","101.040","100.850","-0.12%"
"12/04/2024","100.970","100.900","101.090","100.850","0.04%"
"12/03/2024","100.930","100.980","101.000","100.880","-0.05%"
"12/02/2024","100.980","100.910","101.030","100.860","0.10%"
"11/29/2024","100.880","100.690","100.880","100.670","0.18%"
"11/28/2024","100.700","100.510","100.700","100.500","0.18%"
"11/27/2024","100.520","100.520","100.520","100.370","0.07%"
"11/26/2024","100.450","100.410","100.510","100.390","-0.07%"
"11/25/2024","100.520","100.500","100.540","100.340","0.06%"
"11/22/2024","100.460","100.220","100.560","100.150","0.18%"
"11/21/2024","100.280","100.100","100.280","100.080","0.16%"
"11/20/2024","100.120","100.080","100.130","100.020","-0.04%"
"11/19/2024","100.160","100.180","100.250","100.040","0.11%"
"11/18/2024","100.050","100.120","100.130","99.970","-0.20%"
"11/15/2024","100.250","100.220","100.320","100.130","0.04%"
"11/14/2024","100.210","100.020","100.220","100.000","0.19%"
"11/13/2024","100.020","99.900","100.060","99.850","0.02%"
"11/12/2024","100.000","99.980","100.130","99.950","-0.06%"
"11/11/2024","100.060","99.930","100.060","99.840","0.25%"
"11/08/2024","99.810","99.840","99.910","99.730","0.10%"
"11/07/2024","99.710","99.800","99.820","99.530","-0.09%"
"11/06/2024","99.800","99.880","99.940","99.600","0.20%"
"11/05/2024","99.600","99.600","99.690","99.510","-0.07%"
"11/04/2024","99.670","99.700","99.700","99.590","-0.04%"
"11/01/2024","99.710","99.610","99.780","99.600","0.01%"
"10/31/2024","99.700","99.710","99.760","99.430","-0.11%"
"10/30/2024","99.810","100.180","100.230","99.780","-0.26%"
"10/29/2024","100.070","100.330","100.330","100.070","-0.28%"
"10/28/2024","100.350","100.210","100.410","100.190","0.05%"
"10/25/2024","100.300","100.450","100.450","100.260","-0.18%"
"10/24/2024","100.480","100.480","100.540","100.410","0.18%"
"10/23/2024","100.300","100.290","100.380","100.290","0.08%"
"10/22/2024","100.220","100.260","100.320","100.180","-0.04%"
"10/21/2024","100.260","100.610","100.620","100.260","-0.39%"
"10/18/2024","100.650","100.530","100.710","100.510","0.11%"
"10/17/2024","100.540","100.400","100.580","100.370","0.12%"
"10/16/2024","100.420","100.390","100.450","100.300","0.10%"
"10/15/2024","100.320","100.200","100.320","100.140","0.29%"
"10/14/2024","100.030","100.110","100.110","100.030","0.00%"
"10/11/2024","100.030","100.120","100.120","99.880","-0.08%"
"10/10/2024","100.110","100.030","100.120","99.900","0.05%"
"10/09/2024","100.060","100.130","100.160","100.060","-0.08%"
"10/08/2024","100.140","100.100","100.140","100.050","0.07%"
"10/07/2024","100.070","100.230","100.250","100.040","-0.17%"
"10/04/2024","100.240","100.540","100.550","100.230","-0.30%"
"10/03/2024","100.540","100.660","100.660","100.490","-0.10%"
"10/02/2024","100.640","100.730","100.730","100.590","-0.07%"
"10/01/2024","100.710","100.640","100.880","100.630","0.08%"
"09/30/2024","100.630","100.630","100.630","100.470","0.01%"
"09/27/2024","100.620","100.680","100.730","100.600","-0.03%"
"09/26/2024","100.650","100.510","100.720","100.510","0.21%"
"09/25/2024","100.440","100.560","100.610","100.440","-0.18%"
"09/24/2024","100.620","100.410","100.620","100.370","0.20%"
"09/23/2024","100.420","100.230","100.730","100.200","0.29%"
"09/20/2024","100.130","100.200","100.230","100.100","-0.08%"
"09/19/2024","100.210","100.100","100.230","100.060","0.21%"
"09/18/2024","100.000","100.180","100.210","100.000","-0.17%"
"09/17/2024","100.170","100.350","100.400","100.170","-0.19%"
"09/16/2024","100.360","100.240","100.360","100.200","0.16%"
"09/13/2024","100.200","100.200","100.250","100.170","0.12%"
"09/12/2024","100.080","100.230","100.270","100.080","-0.22%"
"09/11/2024","100.300","100.150","100.310","100.120","0.20%"
"09/10/2024","100.100","99.990","100.100","99.910","0.11%"
"09/09/2024","99.990","99.870","99.990","99.810","0.05%"
"09/06/2024","99.940","99.950","100.060","99.890","0.11%"
"09/05/2024","99.830","99.800","99.900","99.730","0.00%"
"09/04/2024","99.830","99.560","99.830","99.540","0.31%"
"09/03/2024","99.520","99.440","99.550","99.340","0.05%"
"09/02/2024","99.470","99.350","99.480","99.310","0.01%"
